date,djc,djct,dji,djit,djt,djtt,dju,djut
10JUL2003,2597.3,3981.1,9036.04,13520.2,2538.45,3219.63,240.58,575.64
11JUL2003,2616.13,4009.96,9119.59,13645.21,2545.58,3228.67,242.35,579.88
14JUL2003,2631.97,4034.24,9177.15,13731.34,2572.89,3263.31,242.01,579.06
15JUL2003,2617.9,4012.67,9128.97,13659.25,2573.97,3264.68,238.63,570.96
16JUL2003,2610.93,4002.77,9094.59,13612.55,2597.51,3294.53,234.7,561.57
17JUL2003,2587.56,3967.54,9050.82,13550.69,2543.34,3225.84,233.67,559.09
18JUL2003,2626.06,4026.58,9188.15,13756.29,2576.29,3267.62,237.59,568.48
21JUL2003,2602.46,3990.39,9096.69,13619.37,2572.55,3262.88,233.56,558.83
22JUL2003,2621.92,4020.23,9158.45,13711.84,2576.37,3267.73,237.92,569.26
23JUL2003,2622.57,4021.22,9194.24,13765.42,2572.16,3262.39,235.84,564.3
24JUL2003,2615.99,4011.13,9112.51,13643.06,2592.95,3288.75,236.44,565.72
25JUL2003,2651.91,4066.21,9284.57,13900.65,2615.79,3317.73,237.51,568.29
28JUL2003,2647.43,4059.34,9266.51,13873.61,2622.8,3326.61,235.75,564.09
29JUL2003,2635.85,4042.09,9204.46,13780.72,2618.37,3321,235.56,564.02
30JUL2003,2631.62,4035.75,9200.05,13774.12,2606.22,3306.02,235.4,563.64
31JUL2003,2642.45,4053.57,9233.8,13828.34,2622.63,3326.83,235.93,565.41
01AUG2003,2619.79,4018.81,9153.97,13708.78,2595.91,3292.95,234.54,562.07
04AUG2003,2620.42,4019.79,9186.04,13756.81,2575.04,3266.47,235.03,563.25
05AUG2003,2580.41,3959.47,9036.32,13532.8,2543.86,3228.13,231.12,554.4
06AUG2003,2585.83,3968.94,9061.74,13574.13,2533.81,3215.37,233.16,559.79
07AUG2003,2603.32,3995.77,9126.45,13671.06,2550.77,3236.9,234.48,562.94
08AUG2003,2624.49,4028.27,9191.09,13767.88,2579.03,3272.76,236.16,566.99
11AUG2003,2629.98,4038.11,9217.35,13809.85,2585.82,3281.37,235.88,567.1
12AUG2003,2656.1,4078.21,9310.06,13948.76,2607.47,3308.84,238.67,573.81
13AUG2003,2646.22,4066.58,9271.76,13902.04,2598.88,3298.76,237.94,573.27
14AUG2003,2658.6,4085.62,9310.56,13960.21,2621.9,3327.98,237.96,573.33
15AUG2003,2659.91,4088.1,9321.69,13979.43,2623.66,3330.43,237.47,572.14
18AUG2003,2677.25,4115.1,9412.45,14117.52,2643.83,3356.03,236.1,568.83
19AUG2003,2685.16,4127.69,9428.9,14144.83,2663.95,3381.58,236.03,568.67
20AUG2003,2685.46,4130.04,9397.51,14107.5,2661.9,3379.77,239.08,576.03
21AUG2003,2695.42,4145.96,9423.68,14146.8,2681.65,3406.73,239.31,576.59
22AUG2003,2666.83,4101.98,9348.87,14034.49,2641.56,3355.8,236.3,569.34
25AUG2003,2662.98,4096.06,9317.64,13987.61,2633.01,3344.93,238.09,573.65
26AUG2003,2669,4105.31,9340.45,14021.85,2636.7,3349.62,238.8,575.35
27AUG2003,2666.73,4102.95,9333.79,14011.84,2632.63,3344.45,238.74,576.13
28AUG2003,2682.74,4127.58,9374.21,14072.52,2668.45,3389.95,238.69,576.01
29AUG2003,2695.1,4146.59,9415.82,14135,2683.24,3408.78,239.57,578.13
02SEP2003,2736.47,4210.38,9523.27,14297.04,2745.84,3488.3,243.47,587.55
03SEP2003,2750.54,4232.9,9568.46,14368.8,2761.47,3508.15,244.84,591.02
04SEP2003,2751.59,4235.46,9587.9,14398,2757.15,3502.66,244.34,590.56
05SEP2003,2733.72,4207.95,9503.34,14271.01,2747.29,3490.14,243.53,588.61
08SEP2003,2755.26,4241.86,9586.29,14395.57,2761.68,3510.82,245.74,593.96
09SEP2003,2731.65,4205.51,9507.2,14276.8,2732.19,3473.33,244.16,590.14
10SEP2003,2712.28,4175.7,9420.46,14146.55,2705.27,3439.11,245.05,592.28
11SEP2003,2724.34,4196.41,9459.76,14215.09,2735.07,3478.79,243.98,589.69
12SEP2003,2729.77,4204.78,9471.55,14232.81,2735.6,3479.45,245.71,593.88
15SEP2003,2722.47,4193.68,9448.81,14199.48,2732.98,3476.12,244.21,590.25
16SEP2003,2756.34,4245.84,9567.34,14377.61,2773.38,3527.51,246.31,595.33
17SEP2003,2747.27,4231.87,9545.65,14345.02,2761.2,3512.03,245.09,592.38
18SEP2003,2790.42,4298.51,9659.13,14515.55,2825.07,3593.79,249.23,602.39
19SEP2003,2781.89,4285.37,9644.82,14494.04,2794.71,3555.17,250.11,604.52
22SEP2003,2755.68,4244.99,9535.41,14329.62,2779.18,3535.41,247.85,599.05
23SEP2003,2769.16,4265.75,9576.04,14390.69,2800.38,3562.38,248.54,600.73
24SEP2003,2724.82,4197.45,9425.51,14164.47,2745.93,3493.12,245.61,593.65
25SEP2003,2700.41,4160.19,9343.96,14043.91,2697.12,3431.02,246.41,595.58
26SEP2003,2691.74,4147.24,9313.08,14000,2663.83,3388.67,248.98,601.8
29SEP2003,2720.69,4191.84,9380.24,14100.95,2710.29,3447.78,252.02,609.14
30SEP2003,2691.35,4146.65,9275.06,13942.84,2673.86,3401.44,250.59,605.67
01OCT2003,2743.8,4227.64,9469.2,14235.82,2736.34,3480.91,253.03,611.58
02OCT2003,2749.29,4236.87,9487.8,14268.57,2743.67,3490.23,253.32,612.27
03OCT2003,2773.45,4274.11,9572.31,14395.68,2784.85,3542.62,253.17,611.92
06OCT2003,2781.59,4286.65,9594.98,14429.77,2796.67,3557.66,253.85,613.57
07OCT2003,2789.87,4299.41,9654.61,14519.44,2800.38,3562.38,252.78,610.97
08OCT2003,2783.12,4289.69,9630.9,14488.04,2791.62,3551.24,252.46,610.2
09OCT2003,2809,4329.58,9680.01,14561.92,2850.73,3626.42,253.56,612.86
10OCT2003,2799.72,4315.28,9674.68,14553.9,2823.55,3591.85,253,611.51
13OCT2003,2829.5,4361.18,9764.38,14688.84,2874.72,3656.95,253.91,613.69
14OCT2003,2841.27,4379.33,9812.98,14761.94,2881.66,3665.77,255.01,616.36
15OCT2003,2829.67,4361.74,9803.05,14748.79,2863.64,3642.85,252.43,610.13
16OCT2003,2831.84,4365.75,9791.72,14735.86,2872.58,3654.23,253.21,612
17OCT2003,2811.74,4334.76,9721.79,14630.62,2847.28,3622.04,252.1,609.32
20OCT2003,2824.15,4353.89,9777.94,14715.12,2856.79,3634.14,252.58,610.48
21OCT2003,2822.83,4351.85,9747.64,14669.53,2864.86,3644.4,253.22,612.04
22OCT2003,2786.06,4295.98,9598.24,14449.68,2818.01,3584.8,252.97,611.42
23OCT2003,2790.57,4302.94,9613.13,14472.1,2828.52,3598.18,252.63,610.62
24OCT2003,2785.59,4295.26,9582.46,14425.93,2827.25,3596.57,252.74,610.87
27OCT2003,2792.32,4305.64,9608.16,14464.63,2841.39,3614.55,252.17,609.51
28OCT2003,2825.92,4357.45,9748.31,14675.61,2883.27,3667.82,252.25,609.69
29OCT2003,2836.21,4373.73,9774.53,14715.08,2901.55,3691.08,252.86,611.48
30OCT2003,2845.81,4390.26,9786.61,14739.96,2925.28,3721.27,253.51,613.56
31OCT2003,2843.22,4386.26,9801.12,14761.83,2913.11,3705.79,252.7,611.61
03NOV2003,2865.09,4420.01,9858.46,14848.18,2940.73,3740.91,255.38,618.07
04NOV2003,2856.59,4407.3,9838.83,14818.61,2941.56,3743.22,252.58,611.31
05NOV2003,2851.85,4401.11,9820.83,14793.4,2932.74,3732.45,252.82,612.42
06NOV2003,2869.56,4429.37,9856.97,14849.64,2985.49,3799.57,251.73,610.27
07NOV2003,2857.19,4411.74,9809.79,14781.33,2979.29,3791.69,250.12,607.16
10NOV2003,2841.6,4388.57,9756.53,14706.64,2953.25,3758.54,250.05,606.97
11NOV2003,2831.57,4373.08,9737.79,14678.39,2927.24,3725.45,250.01,606.89
12NOV2003,2855.3,4413.74,9848.83,14860.11,2953.2,3759.33,249.6,606.98
13NOV2003,2851.23,4407.63,9837.94,14843.68,2948.45,3753.27,249.07,605.83
14NOV2003,2833.85,4381.19,9768.68,14741.85,2927.64,3726.78,248.66,604.84
17NOV2003,2810.76,4345.49,9710.83,14654.55,2893.13,3682.86,246.34,599.21
18NOV2003,2784.22,4304.79,9624.16,14525.84,2866.95,3649.54,243.47,592.22
19NOV2003,2800.19,4330.82,9690.46,14632.43,2866.87,3650.26,246.2,598.87
20NOV2003,2784.03,4306.28,9619.42,14525.17,2855.48,3637.14,245.28,596.63
21NOV2003,2782.96,4304.81,9628.53,14538.93,2845.32,3624.75,245.39,596.9
24NOV2003,2820.96,4363.59,9747.79,14719,2898.98,3693.11,247.72,602.57
25NOV2003,2832.84,4381.97,9763.94,14743.38,2923.32,3724.12,249.11,605.93
26NOV2003,2836.62,4389.53,9779.57,14769.45,2919.27,3719.41,250.3,609.75
28NOV2003,2837.84,4391.41,9782.46,14773.81,2921.23,3721.9,250.41,610.03
01DEC2003,2871.97,4444.22,9899.05,14949.89,2961.58,3773.31,252.81,615.87
02DEC2003,2858.16,4422.99,9853.64,14882.1,2936.36,3741.19,252.89,616.07
03DEC2003,2860.67,4427.78,9873.42,14916.11,2939.51,3745.22,252.16,614.47
04DEC2003,2872.09,4446.45,9930.82,15002.84,2938.02,3743.32,253.52,618.55
05DEC2003,2854.51,4419.23,9862.68,14899.89,2910.58,3708.36,253.81,619.26
08DEC2003,2879.45,4458.38,9965.27,15054.88,2929.47,3734.11,255.61,623.64
09DEC2003,2864.73,4435.59,9923.42,14991.65,2920.92,3723.21,252.73,616.62
10DEC2003,2862.95,4433.61,9921.86,14991.65,2912.67,3713.86,253.07,617.46
11DEC2003,2893.06,4480.84,10008.16,15122.04,2965.9,3783.54,254.13,620.06
12DEC2003,2903.35,4496.78,10042.16,15173.41,2983.41,3805.88,254.25,620.34
15DEC2003,2891.81,4479.05,10022.82,15145.09,2950.77,3764.25,254.34,620.57
16DEC2003,2915.86,4516.29,10129.56,15306.38,2967.28,3785.3,255.67,623.8
17DEC2003,2922.01,4525.98,10145.26,15331.12,2966.3,3784.05,257.6,628.52
18DEC2003,2949.97,4570.71,10248.08,15494.18,2987.16,3811.2,260.6,635.84
19DEC2003,2956.37,4580.63,10278.22,15539.76,2987.43,3811.54,261.36,637.69
22DEC2003,2974.58,4608.84,10338,15630.13,3005.27,3834.3,263.32,642.47
23DEC2003,2978.54,4614.98,10341.26,15635.06,3006.61,3836.01,264.85,646.2
24DEC2003,2968.23,4599.01,10305.19,15580.52,2990.15,3815.01,264.75,645.95
26DEC2003,2973.47,4607.12,10324.67,15609.98,2998.33,3825.45,264.73,645.91
29DEC2003,3008.18,4661.72,10450,15804.42,3038.15,3876.25,266.81,650.99
30DEC2003,3001.72,4651.89,10425.04,15767.79,3021.95,3855.59,267.7,653.17
31DEC2003,3000.75,4650.39,10453.92,15811.48,3007.05,3836.57,266.9,651.22
02JAN2004,2993.12,4639.55,10409.85,15748.62,3008.16,3837.99,266.45,650.41
05JAN2004,3020.03,4681.26,10544.07,15951.67,3028.63,3864.1,266.51,650.55
06JAN2004,3020.16,4681.46,10538.66,15943.49,3037.26,3875.12,265.87,648.98
07JAN2004,3021.47,4684.06,10529.03,15932.42,3034.06,3871.03,267.7,653.44
08JAN2004,3030.85,4698.61,10592.44,16028.37,3029.7,3865.47,267.92,653.98
09JAN2004,2996.91,4645.98,10458.89,15826.28,2988.94,3813.47,266.99,651.7
12JAN2004,3007.78,4662.83,10485.18,15866.06,3019.28,3852.18,266.31,650.06
13JAN2004,2997.69,4647.19,10427.18,15778.3,3017.06,3849.35,266.18,649.74
14JAN2004,3023.47,4687.17,10538.37,15946.55,3031.61,3867.91,268.27,654.85
15JAN2004,3018.2,4679.67,10553.85,15974.13,3018.48,3851.16,266.17,649.71
16JAN2004,3031.64,4700.51,10600.51,16044.76,3036.28,3873.87,266.81,651.27
20JAN2004,3018.56,4680.22,10528.66,15936.01,3020,3853.09,268.13,654.49
21JAN2004,3054.65,4737.02,10623.62,16084.89,3063.6,3908.72,272.79,665.86
22JAN2004,3058.65,4743.22,10623.18,16084.21,3080.32,3930.06,272.61,665.42
23JAN2004,3045.29,4722.5,10568.29,16001.11,3072.94,3920.64,271.29,662.21
26JAN2004,3062.38,4749.02,10702.51,16204.33,3066.71,3912.69,269.99,659.05
27JAN2004,3038.75,4712.37,10609.92,16064.14,3041.22,3880.17,268.94,656.47
28JAN2004,3002.07,4655.9,10468.37,15849.82,2967.68,3786.34,271.58,663.25
29JAN2004,3011.97,4672.62,10510.29,15917.8,2971.99,3791.85,272.61,666.26
30JAN2004,2984.28,4629.67,10488.07,15884.15,2885.95,3682.07,271.94,664.63
02FEB2004,2979.99,4623.01,10499.18,15900.97,2868.02,3659.2,271.29,663.05
03FEB2004,2979.46,4622.19,10505.18,15910.06,2851.39,3637.97,272.74,666.58
04FEB2004,2959.32,4592.12,10470.74,15860.02,2822.11,3601.07,269.33,658.77
05FEB2004,2962.84,4597.59,10495.55,15897.61,2833.59,3615.72,267.62,654.58
06FEB2004,2998.21,4653.41,10593.03,16047.07,2894.36,3693.26,269.46,659.61
09FEB2004,2999.6,4657.06,10579.03,16028.67,2903.66,3705.12,270.03,661.81
10FEB2004,3014.45,4680.13,10613.85,16081.41,2921.86,3728.34,272.26,667.26
11FEB2004,3043.05,4728.3,10737.7,16280.65,2951.93,3767.29,272.71,669.69
12FEB2004,3033.25,4713.51,10694.07,16217.19,2950.33,3765.25,271.5,666.74
13FEB2004,3012.08,4680.63,10627.85,16116.76,2916.56,3722.15,270.68,664.7
17FEB2004,3032.54,4712.83,10714.88,16248.75,2920.74,3728.77,273.39,671.37
18FEB2004,3023.06,4700.19,10671.99,16196.56,2901.08,3703.67,274.66,674.48
19FEB2004,3017.08,4691.69,10664.73,16185.54,2892.8,3695.54,273.36,671.29
20FEB2004,3005.34,4673.42,10619.03,16116.18,2892.18,3694.74,271.23,666.06
23FEB2004,2997.01,4660.66,10609.62,16101.9,2854.86,3647.62,272.75,669.79
24FEB2004,2989.01,4648.21,10566.37,16036.25,2859.31,3653.31,271.61,666.99
25FEB2004,3001.53,4668.87,10601.62,16089.76,2868.96,3665.64,273.76,673.21
26FEB2004,3006.07,4676.3,10580.14,16059.41,2891.78,3694.8,274.71,675.53
27FEB2004,3016.13,4691.95,10583.92,16065.14,2902.19,3708.1,278.02,683.68
01MAR2004,3038.65,4726.98,10678.14,16208.16,2916.61,3726.52,279.85,688.18
02MAR2004,3018.06,4694.96,10591.48,16076.61,2896.9,3701.36,279.07,686.27
03MAR2004,3015.24,4691.85,10593.11,16083.24,2887.96,3691.07,278.72,685.59
04MAR2004,3013.79,4690.61,10588,16075.48,2884.62,3686.81,278.85,686.68
05MAR2004,3021.73,4702.96,10595.55,16086.95,2893.07,3697.61,281.07,692.15
08MAR2004,3002.38,4673.39,10529.48,15986.64,2868.65,3668.09,279.9,689.28
09MAR2004,2981.71,4641.73,10456.96,15877.32,2834.3,3625.35,279.89,689.25
10MAR2004,2938.31,4574.18,10296.89,15634.28,2788.48,3566.74,277.03,682.23
11MAR2004,2905.19,4524.52,10128.38,15388.71,2796,3577.04,272.93,672.14
12MAR2004,2944.58,4585.88,10240.08,15558.42,2863.09,3662.87,274.83,676.8
15MAR2004,2903.19,4521.57,10102.89,15350.88,2790.44,3569.93,274.68,676.44
16MAR2004,2918.73,4545.77,10184.67,15475.14,2788.35,3567.25,276.2,680.19
17MAR2004,2963.36,4615.52,10300.3,15652.31,2847.65,3643.12,281.4,692.99
18MAR2004,2956.31,4604.54,10295.78,15645.44,2830.92,3621.72,280.46,690.67
19MAR2004,2924.61,4555.32,10186.6,15479.53,2786.83,3565.84,279.15,687.46
22MAR2004,2889.53,4500.69,10064.75,15294.36,2750.8,3519.73,276.12,679.99
23MAR2004,2892.76,4505.72,10063.64,15292.68,2763.12,3535.5,276.19,680.16
24MAR2004,2889.86,4501.2,10048.23,15269.26,2761.34,3533.22,276.2,680.19
25MAR2004,2937.1,4574.79,10218.82,15528.49,2828.74,3619.46,277.31,682.91
26MAR2004,2938.7,4577.27,10212.97,15519.6,2835.9,3628.63,277.62,683.67
29MAR2004,2973.33,4632.02,10329.63,15699.58,2885.91,3692.61,279,687.37
30MAR2004,2984.08,4648.77,10381.7,15778.73,2883.64,3689.71,280.52,691.11
31MAR2004,2984.54,4649.67,10357.7,15743.37,2895.43,3704.79,281.09,692.52
01APR2004,2996.78,4668.74,10373.33,15767.13,2918.65,3734.51,282.87,696.9
02APR2004,3023.2,4710.54,10470.59,15918.82,2966.66,3795.93,281.99,694.73
05APR2004,3035.25,4729.31,10558.37,16052.27,2955.67,3781.87,282.48,695.94
06APR2004,3042.56,4741.28,10570.81,16074.72,2974.84,3806.4,282.6,696.24
07APR2004,3017.87,4702.8,10480.15,15936.84,2954.47,3780.33,280.2,690.32
08APR2004,3004.16,4681.44,10442.03,15878.89,2926.88,3745.04,280,689.83
12APR2004,3008.54,4688.25,10515.56,15990.7,2933.82,3753.92,275.27,678.16
13APR2004,2966.76,4623.15,10381.28,15786.51,2890.71,3698.76,270.79,667.13
14APR2004,2969.22,4626.99,10377.95,15781.43,2909.35,3722.61,269.87,664.86
15APR2004,2977.75,4640.28,10397.46,15811.11,2913.94,3728.47,271.98,670.08
16APR2004,2996.31,4669.2,10451.97,15894,2939.47,3761.15,273.56,673.96
19APR2004,2987.75,4655.87,10437.85,15872.52,2923.77,3741.05,272.44,671.21
20APR2004,2960.15,4612.85,10314.5,15684.95,2911.27,3725.06,270.23,665.77
21APR2004,2971.66,4631.69,10317.27,15694.56,2954.42,3780.27,270.18,665.64
22APR2004,3015.97,4701.43,10461.2,15917.55,3006.96,3847.5,273.91,674.83
23APR2004,3016.08,4701.59,10472.84,15935.27,3001.71,3840.78,273.7,674.3
26APR2004,3008.82,4690.29,10444.73,15892.5,2970.21,3800.48,276.46,681.11
27APR2004,3014.57,4699.24,10478.16,15943.36,2973.28,3804.41,276.22,680.52
28APR2004,2986.8,4656.36,10342.6,15737.11,2947.12,3770.94,276.72,682.09
29APR2004,2957.58,4612.14,10272.27,15634.38,2904.06,3715.83,273.35,674.26
30APR2004,2945.94,4593.99,10225.57,15563.3,2886.44,3693.29,273.6,674.88
03MAY2004,2972.28,4635.07,10314,15697.89,2923.1,3740.2,274.87,678.02
04MAY2004,2972.55,4635.94,10317.2,15702.76,2915.63,3732.08,275.72,680.12
05MAY2004,2969.86,4632.65,10310.95,15693.68,2923.01,3741.99,273.91,676.18
06MAY2004,2956.75,4613.43,10241.26,15591.15,2912.51,3728.55,274.5,678.18
07MAY2004,2906.21,4534.56,10117.34,15402.5,2846.18,3643.63,267.61,661.18
10MAY2004,2867.96,4475.89,9990.02,15208.66,2810.01,3597.33,263.39,651.61
11MAY2004,2878,4492.06,10019.47,15256.43,2836.17,3630.82,262.5,649.41
12MAY2004,2884.48,4505.23,10045.16,15306.61,2847.34,3645.69,262.14,649.37
13MAY2004,2883.58,4504.33,10010.74,15254.16,2859.79,3663.24,262.95,651.36
14MAY2004,2884.94,4506.97,10012.87,15260.49,2848.89,3649.28,265.02,656.51
17MAY2004,2852.12,4455.7,9906.91,15098.99,2812.33,3602.43,261.89,648.75
18MAY2004,2876.39,4494.23,9968.51,15194.92,2842.36,3641.76,265.27,657.11
19MAY2004,2866.64,4480.89,9937.71,15159.2,2836.71,3634.53,263.54,652.84
20MAY2004,2867.36,4482.2,9937.64,15159.09,2830.12,3626.09,264.87,656.28
21MAY2004,2880.21,4502.47,9966.74,15203.48,2861.75,3667.19,264.75,655.98
24MAY2004,2886.87,4512.88,9958.43,15190.81,2865.36,3671.81,268.56,665.41
25MAY2004,2939.06,4594.47,10117.62,15433.64,2931.95,3757.15,273.17,676.84
26MAY2004,2939.41,4596.19,10109.89,15421.84,2939.92,3767.36,272.92,677.22
27MAY2004,2961.86,4631.5,10205.2,15567.23,2951.89,3783.32,274.88,682.09
28MAY2004,2959.85,4628.34,10188.45,15541.68,2948.01,3778.36,275.82,684.43
01JUN2004,2964.2,4635.15,10202.65,15563.34,2963.5,3798.21,274.72,681.7
02JUN2004,2985.01,4668.95,10262.97,15660.1,3001.85,3848.05,275.18,683.03
03JUN2004,2958.38,4627.28,10195.91,15557.76,2962.96,3798.21,272.26,675.79
04JUN2004,2974.32,4653.23,10242.82,15629.34,2992.28,3835.79,272.56,677.38
07JUN2004,3016.3,4719.47,10391.08,15855.57,3040.11,3898.83,275.29,684.18
08JUN2004,3027.83,4738.07,10432.52,15919.74,3072.4,3941.55,273.27,679.16
09JUN2004,3000.56,4695.42,10368.44,15821.94,3028.23,3884.88,270.5,672.29
10JUN2004,3009.87,4709.98,10410.1,15885.51,3024.71,3880.37,272.32,676.81
14JUN2004,2986.7,4675.93,10334.73,15781.36,2993.97,3842.06,270.86,673.17
15JUN2004,3008.86,4710.62,10380.43,15851.16,3039.84,3900.92,272.27,676.68
16JUN2004,3016.47,4722.52,10379.58,15849.86,3059.24,3925.81,273.7,680.24
17JUN2004,3019.51,4727.29,10377.52,15846.71,3059.99,3926.78,275.41,684.49
18JUN2004,3030.19,4744.18,10416.41,15906.1,3068.67,3938.45,276.5,687.19
21JUN2004,3025.12,4736.25,10371.47,15837.47,3065.24,3934.05,278.13,691.26
22JUN2004,3032.06,4747.1,10395.07,15873.51,3077.83,3950.21,278,690.93
23JUN2004,3066.15,4800.48,10479.57,16002.55,3139.27,4029.06,280.1,696.14
24JUN2004,3057.71,4787.64,10443.81,15950.18,3127.26,4013.65,280.39,696.87
25JUN2004,3053.35,4780.81,10371.84,15840.27,3164.18,4061.04,279.01,693.44
28JUN2004,3054.97,4783.72,10357.09,15817.74,3177.97,4078.74,279.18,694.16
29JUN2004,3061.02,4793.19,10413.43,15903.78,3184.71,4087.39,276.62,687.8
30JUN2004,3072.25,4810.96,10435.48,15938.58,3204.31,4112.54,277.89,690.96
01JUL2004,3042.96,4765.73,10334.16,15787.63,3172.01,4071.09,275.64,685.38
02JUL2004,3032.34,4749.1,10282.83,15709.22,3146.17,4037.91,278.07,691.4
06JUL2004,3013.64,4719.8,10219.34,15612.23,3116.49,3999.83,277.8,690.74
07JUL2004,3026.72,4741.6,10240.29,15652.1,3150.08,4042.94,278.17,691.67
08JUL2004,2993.67,4689.82,10171.56,15547.05,3071.29,3941.82,277.73,690.56
09JUL2004,3001.66,4702.35,10213.22,15610.73,3087.97,3963.23,276.04,686.36
12JUL2004,3008.82,4713.57,10238.22,15648.94,3091.62,3967.91,277.17,689.17
13JUL2004,3007.1,4710.86,10247.59,15663.26,3079.74,3952.67,277.14,689.09
14JUL2004,3007.42,4711.36,10208.8,15603.97,3085.22,3959.69,279.83,695.8
15JUL2004,3011.09,4717.11,10163.16,15534.2,3125.39,4011.25,279.99,696.17
16JUL2004,3001.35,4702.62,10139.78,15503.09,3088.33,3963.69,282.07,701.37
19JUL2004,3001.09,4702.2,10094.06,15433.19,3105.13,3985.24,283.45,704.8
20JUL2004,3025.27,4740.09,10149.07,15517.29,3154.75,4048.93,284.51,707.42
21JUL2004,2980.81,4670.9,10046.13,15362.69,3087.13,3962.15,279.4,694.71
22JUL2004,2969.73,4653.53,10050.33,15369.12,3051.63,3916.58,278.21,691.76
23JUL2004,2950.86,4623.96,9962.22,15234.37,3043.44,3906.07,276.92,688.56
26JUL2004,2950.45,4623.32,9961.92,15233.92,3048.6,3912.7,276.01,686.28
27JUL2004,2974.79,4661.47,10085.14,15422.35,3063.6,3931.94,276.23,686.83
28JUL2004,2989.62,4685.13,10117.07,15471.17,3086.33,3961.12,278.11,691.87
29JUL2004,3006.82,4713.51,10129.24,15494.3,3129.42,4016.42,280.05,697.27
30JUL2004,3006.14,4712.45,10139.71,15510.31,3111.69,3993.66,281.31,700.39
02AUG2004,3021.24,4736.12,10179.16,15570.66,3134.15,4022.5,282.73,703.94
03AUG2004,3009.05,4717.43,10120.24,15480.53,3120.54,4006.31,283.25,705.22
04AUG2004,3012.08,4723.47,10126.51,15492.27,3119.47,4005.68,284.46,708.82
05AUG2004,2964.42,4648.73,9963.03,15242.16,3054.83,3922.67,282.39,703.67
06AUG2004,2920.58,4580.96,9815.33,15018.2,2966.08,3808.7,284.39,709.2
09AUG2004,2917.83,4577.7,9814.66,15017.19,2970.08,3813.84,282.43,705.2
10AUG2004,2961.79,4646.68,9944.67,15216.1,3044.87,3909.88,283.98,709.05
11AUG2004,2964.19,4654.5,9938.32,15223.22,3049.89,3916.9,285.07,712.69
12AUG2004,2928.1,4598.01,9814.59,15033.68,2995.44,3846.97,284.27,710.86
13AUG2004,2920.1,4585.99,9825.35,15053.4,2966.92,3810.35,283.17,708.1
16AUG2004,2967.8,4660.9,9954.55,15251.33,3051.14,3918.5,285.41,713.71
17AUG2004,2968.23,4661.57,9972.83,15279.35,3044.6,3910.1,285,712.69
18AUG2004,3005.58,4722.47,10083.15,15460.11,3094.47,3975.02,288.25,720.82
19AUG2004,2983.55,4688.37,10040.82,15395.21,3052.43,3922.6,286.18,715.64
20AUG2004,3006.54,4724.49,10110.14,15501.49,3090.87,3971.99,286.97,717.6
23AUG2004,2992.2,4702.3,10073.05,15445.52,3068.09,3943.29,285.79,714.65
24AUG2004,3005.37,4722.99,10098.63,15484.75,3102.17,3987.09,285.74,714.53
25AUG2004,3023.74,4753.1,10181.74,15612.18,3114,4002.3,286.67,717.9
26AUG2004,3020.45,4747.93,10173.41,15599.41,3108.84,3995.67,286.38,717.16
27AUG2004,3024.18,4753.79,10195.01,15632.53,3108.8,3995.61,286.51,717.49
30AUG2004,3007.12,4726.97,10122.52,15521.39,3085.35,3965.47,287,718.72
31AUG2004,3027.55,4759.26,10173.92,15601.16,3105.46,3991.35,290.55,727.61
01SEP2004,3028.03,4761.32,10168.46,15597.94,3106.53,3993.4,291.11,729.22
02SEP2004,3066.34,4821.56,10290.28,15784.8,3162.49,4065.35,293.03,734.01
03SEP2004,3054.47,4803.46,10260.2,15738.65,3141.85,4040.52,292.25,732.06
07SEP2004,3080.79,4845.89,10342.79,15865.34,3181,4090.87,293.56,736.22
08SEP2004,3072.79,4833.74,10313.36,15820.21,3188.79,4102.25,290.75,729.17
09SEP2004,3072.81,4833.78,10289.1,15782.99,3193.81,4108.72,292.12,732.6
10SEP2004,3086.38,4855.13,10313.07,15819.75,3224.38,4148.04,292.91,734.59
13SEP2004,3082.81,4851.87,10314.76,15834.36,3223.22,4147.7,291.05,729.92
14SEP2004,3084.13,4853.95,10318.16,15839.56,3225,4149.99,291.21,730.32
15SEP2004,3068.42,4829.23,10231.36,15706.33,3215.75,4138.08,291.63,731.37
16SEP2004,3080.26,4847.85,10244.49,15726.48,3233.41,4160.81,294.25,737.95
17SEP2004,3095.25,4871.62,10284.46,15787.83,3257.39,4192.2,295.36,740.73
20SEP2004,3077.1,4843.07,10204.89,15665.69,3242.33,4172.82,294.7,739.08
21SEP2004,3093.49,4868.86,10244.93,15727.16,3271.22,4210.01,295.85,741.96
22SEP2004,3048.82,4798.56,10109.18,15518.76,3194.66,4111.47,294.68,739.02
23SEP2004,3028.9,4767.57,10038.9,15413.13,3173.97,4084.85,293.08,735.02
24SEP2004,3037.59,4781.26,10047.24,15425.92,3202.11,4121.06,292.98,734.77
27SEP2004,3023.19,4758.59,9988.54,15335.8,3177.35,4089.2,293.89,737.03
28SEP2004,3049.12,4799.78,10077.4,15472.23,3208.58,4129.39,295.57,741.58
29SEP2004,3064.85,4824.54,10136.24,15562.57,3239.59,4169.3,294.48,738.83
30SEP2004,3058.47,4814.5,10080.27,15476.64,3243.51,4174.34,295.33,740.97
01OCT2004,3097.13,4875.35,10192.65,15649.18,3298.8,4245.51,298.32,748.48
04OCT2004,3107.93,4892.99,10216.54,15689.72,3318.62,4271.01,299.18,750.63
